ch1,ch2,ch3,ch4,ch5,ch6
577,595,579,585,605,588
591,585,590,590,601,592
591,585,590,590,601,592
591,585,590,590,601,592
572,595,598,585,587,583
572,595,598,585,587,583
572,595,598,585,587,583
591,595,588,583,596,581
591,595,588,583,596,581
587,590,583,581,597,598
587,590,583,581,597,598
587,590,583,581,597,598
581,543,597,585,589,588
581,543,597,585,589,588
581,543,597,585,589,588
585,597,578,585,599,593
585,597,578,585,599,593
585,597,578,585,599,593
582,589,591,586,599,587
582,589,591,586,599,587
583,588,594,585,589,583
583,588,594,585,589,583
583,588,594,585,589,583
564,590,594,591,586,583
564,590,594,591,586,583
564,590,594,591,586,583
570,593,587,582,591,583
570,593,587,582,591,583
570,593,587,582,591,583
588,613,595,585,591,587
588,613,595,585,591,587
582,583,580,591,600,595
582,583,580,591,600,595
582,583,580,591,600,595
581,575,579,588,593,584
581,575,579,588,593,584
581,575,579,588,593,584
575,593,584,583,583,591
575,593,584,583,583,591
583,588,582,590,605,588
583,588,582,590,605,588
583,588,582,590,605,588
588,563,583,582,589,587
588,563,583,582,589,587
588,563,583,582,589,587
577,598,601,583,587,575
577,598,601,583,587,575
577,598,601,583,587,575
577,579,593,579,598,589
577,579,593,579,598,589
587,588,600,591,585,598
587,588,600,591,585,598
587,588,600,591,585,598
581,591,582,575,587,593
581,591,582,575,587,593
581,591,582,575,587,593
588,595,593,583,586,581
588,595,593,583,586,581
588,595,593,583,586,581
580,591,594,585,588,575
578,629,595,588,595,583
578,629,595,588,595,583
578,629,595,588,595,583
585,632,589,585,586,587
585,632,589,585,586,587
585,632,589,585,586,587
585,575,584,588,593,588
585,575,584,588,593,588
586,571,579,580,595,589
586,571,579,580,595,589
586,571,579,580,595,589
574,590,585,583,599,591
574,590,585,583,599,591
574,590,585,583,599,591
586,600,584,580,590,590
586,600,584,580,590,590
586,600,584,580,590,590
585,599,595,588,595,591
585,599,595,588,595,591
587,551,587,590,596,583
587,551,587,590,596,583
587,551,587,590,596,583
