ch1,ch2,ch3,ch4,ch5,ch6
587,593,603,591,598,594
585,595,591,583,599,589
585,595,591,583,599,589
585,595,591,583,599,589
586,589,597,591,590,590
586,589,597,591,590,590
585,587,583,579,588,588
585,587,583,579,588,588
585,587,583,579,588,588
585,590,588,586,597,591
585,590,588,586,597,591
585,590,588,586,597,591
587,591,595,597,595,573
587,591,595,597,595,573
583,597,593,582,580,591
590,587,597,581,590,591
590,587,597,581,590,591
587,581,593,589,587,594
587,581,593,589,587,594
587,581,593,589,587,594
585,575,586,575,587,579
585,575,586,575,587,579
585,575,586,575,587,579
587,582,593,585,583,580
587,582,593,585,583,580
583,583,591,591,583,580
583,583,591,591,583,580
583,583,591,591,583,580
583,589,590,591,583,591
583,589,590,591,583,591
583,589,590,591,583,591
588,596,585,587,599,575
588,596,585,587,599,575
588,596,585,587,599,575
583,589,588,591,600,582
583,589,588,591,600,582
585,591,583,591,591,592
585,591,583,591,591,592
585,591,583,591,591,592
587,587,597,590,600,586
587,587,597,590,600,586
587,587,597,590,600,586
585,591,579,585,592,589
585,591,579,585,592,589
588,585,580,584,594,594
585,589,583,588,583,585
585,589,583,588,583,585
588,590,595,600,587,587
588,590,595,600,587,587
588,590,595,600,587,587
586,587,590,589,600,593
586,587,590,589,600,593
586,587,590,589,600,593
583,595,585,580,597,595
583,595,585,580,597,595
583,595,585,580,597,595
585,595,591,583,601,587
585,595,591,583,601,587
585,588,599,591,601,595
585,588,599,591,601,595
585,588,599,591,601,595
586,580,583,585,598,587
586,580,583,585,598,587
586,580,583,585,598,587
